gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw
87,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bruno Borges Fernandes, Bukayo Saka, Emile Smith Rowe, Joao Pedro Junqueira de Jesus, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ola Aina, Pedro Porro, Rayan Ait-Nouri","Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bruno Borges Fernandes, Emile Smith Rowe, Joao Pedro Junqueira de Jesus, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Rayan Ait-Nouri",Bruno Borges Fernandes,Mohamed Salah,"Aaron Wan-Bissaka, Ashley Young, Emile Smith Rowe, Joao Pedro Junqueira de Jesus, Matheus Santos Carneiro Da Cunha, Pedro Porro","Chris Wood, Dominic Solanke, Harry Wilson, Josko Gvardiol, Leif Davis, Milos Kerkez",200.0,5,1,556.6669999999998,,175.0,109.451
88,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bukayo Saka, Ismaila Sarr, James Maddison, Joao Pedro Junqueira de Jesus, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ola Aina, Pedro Porro, William Saliba","Aaron Wan-Bissaka, Ashley Young, Bukayo Saka, Ismaila Sarr, James Maddison, Joao Pedro Junqueira de Jesus, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Pedro Porro, William Saliba",Matheus Santos Carneiro Da Cunha,James Maddison,"Ismaila Sarr, James Maddison, William Saliba","Bruno Borges Fernandes, Emile Smith Rowe, Rayan Ait-Nouri",198.0,2,1,559.5799999999999,,200.0,143.63
89,"Alexander Isak, Ashley Young, Bukayo Saka, Cody Gakpo, Cole Palmer, Daniel Munoz, Jordan Pickford, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Matz Sels, Mohamed Salah, Ola Aina, William Saliba","Bukayo Saka, Cody Gakpo, Cole Palmer, Daniel Munoz, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Matz Sels, Mohamed Salah, Ola Aina",Kevin Schade,Justin Kluivert,"Cody Gakpo, Cole Palmer, Daniel Munoz, Joshua Zirkzee, Kevin Schade, Marc Cucurella Saseta","Aaron Wan-Bissaka, Ismaila Sarr, James Maddison, Joao Pedro Junqueira de Jesus, Matheus Santos Carneiro Da Cunha, Pedro Porro",162.0,5,1,541.5379999999998,,198.0,151.015
90,"Alex Iwobi, Alexander Isak, Ashley Young, Bilal El Khannouss, Cody Gakpo, Cole Palmer, Dean Huijsen, Emiliano Martinez Romero, Jordan Pickford, Jurrien Timber, Kevin De Bruyne, Mohamed Salah, Ola Aina, Ollie Watkins, William Saliba","Alex Iwobi, Alexander Isak, Ashley Young, Bilal El Khannouss, Dean Huijsen, Jordan Pickford, Jurrien Timber, Kevin De Bruyne, Mohamed Salah, Ollie Watkins, William Saliba",Mohamed Salah,Ashley Young,"Alex Iwobi, Bilal El Khannouss, Dean Huijsen, Emiliano Martinez Romero, Jurrien Timber, Kevin De Bruyne, Ollie Watkins","Bukayo Saka, Daniel Munoz, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Matz Sels",145.0,6,1,548.2389999999999,,162.0,144.581
91,"Alexander Isak, Bryan Mbeumo, Cody Gakpo, Cole Palmer, Dango Ouattara, Dean Huijsen, Emiliano Martinez Romero, Jamie Vardy, Jarrod Bowen, Jordan Pickford, Morgan Gibbs-White, Nikola Milenkovic, Ola Aina, Tariq Lamptey, William Saliba","Alexander Isak, Bryan Mbeumo, Cole Palmer, Dango Ouattara, Emiliano Martinez Romero, Jamie Vardy, Jarrod Bowen, Morgan Gibbs-White, Nikola Milenkovic, Tariq Lamptey, William Saliba",Cole Palmer,Morgan Gibbs-White,"Bryan Mbeumo, Dango Ouattara, Jamie Vardy, Jarrod Bowen, Morgan Gibbs-White, Nikola Milenkovic, Tariq Lamptey","Alex Iwobi, Ashley Young, Bilal El Khannouss, Jurrien Timber, Kevin De Bruyne, Mohamed Salah, Ollie Watkins",259.0,6,1,510.9469999999999,,145.0,113.32500000000002
92,"Alexander Isak, Bryan Mbeumo, Cody Gakpo, Dean Huijsen, Emiliano Martinez Romero, Ismaila Sarr, Jacob Murphy, James Maddison, Jamie Vardy, Jordan Pickford, Lewis Hall, Nikola Milenkovic, Ola Aina, Son Heung-min, Tyrick Mitchell","Alexander Isak, Bryan Mbeumo, Cody Gakpo, Ismaila Sarr, Jacob Murphy, James Maddison, Jordan Pickford, Lewis Hall, Nikola Milenkovic, Son Heung-min, Tyrick Mitchell",Ismaila Sarr,Lewis Hall,"Ismaila Sarr, Jacob Murphy, James Maddison, Lewis Hall, Son Heung-min, Tyrick Mitchell","Cole Palmer, Dango Ouattara, Jarrod Bowen, Morgan Gibbs-White, Tariq Lamptey, William Saliba",290.0,5,1,532.1179999999999,,259.0,129.531
93,"Alexander Isak, Cody Gakpo, Cole Palmer, Dean Huijsen, Dominik Szoboszlai, Gabriel Fernando de Jesus, Jacob Murphy, Jordan Pickford, Lewis Hall, Matz Sels, Mohamed Salah, Morgan Rogers, Neco Williams, Ola Aina, Tyrick Mitchell","Alexander Isak, Dean Huijsen, Dominik Szoboszlai, Gabriel Fernando de Jesus, Jacob Murphy, Lewis Hall, Matz Sels, Mohamed Salah, Morgan Rogers, Neco Williams, Ola Aina",Mohamed Salah,Alexander Isak,"Cole Palmer, Dominik Szoboszlai, Gabriel Fernando de Jesus, Matz Sels, Mohamed Salah, Morgan Rogers, Neco Williams","Bryan Mbeumo, Emiliano Martinez Romero, Ismaila Sarr, James Maddison, Jamie Vardy, Nikola Milenkovic, Son Heung-min",230.0,6,1,523.8779999999998,,290.0,150.74599999999998
94,"Alexander Isak, Cody Gakpo, Cole Palmer, Dean Huijsen, Dominik Szoboszlai, Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Lewis Hall, Matz Sels, Mohamed Salah, Morgan Rogers, Neco Williams, Ola Aina, Tyrick Mitchell","Alexander Isak, Cody Gakpo, Cole Palmer, Dean Huijsen, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Lewis Hall, Mohamed Salah, Neco Williams, Ola Aina, Tyrick Mitchell",Joelinton Cassio Apolinario de Lira,Cody Gakpo,Joelinton Cassio Apolinario de Lira,Jacob Murphy,220.0,0,1,507.7739999999999,,230.0,108.23
95,"Alexander Isak, Chris Wood, Cole Palmer, Dean Huijsen, Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Lewis Hall, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold, Tyrick Mitchell","Alexander Isak, Chris Wood, Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Lewis Hall, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold",Mohamed Salah,Trent Alexander-Arnold,"Chris Wood, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold","Cody Gakpo, Dominik Szoboszlai, Neco Williams",197.0,2,1,538.5739999999998,,220.0,132.531
96,"Alexander Isak, Amad Diallo, Bryan Mbeumo, Chris Wood, Cole Palmer, Dean Huijsen, Ederson Santana de Moraes, Matz Sels, Milos Kerkez, Ola Aina, Phil Foden, Raul Jimenez, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold, Tyrick Mitchell","Amad Diallo, Bryan Mbeumo, Chris Wood, Cole Palmer, Dean Huijsen, Matz Sels, Milos Kerkez, Ola Aina, Phil Foden, Raul Jimenez, Savio 'Savinho' Moreira de Oliveira",Bryan Mbeumo,Savio 'Savinho' Moreira de Oliveira,"Amad Diallo, Bryan Mbeumo, Ederson Santana de Moraes, Milos Kerkez, Phil Foden, Raul Jimenez","Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Lewis Hall, Mohamed Salah, Morgan Rogers",237.0,5,1,540.7399999999999,,197.0,115.38000000000002
97,"Alex Iwobi, Alexander Isak, Amad Diallo, Chris Wood, Cole Palmer, Ederson Santana de Moraes, Kaoru Mitoma, Marc Guehi, Martin Dubravka, Maxence Lacroix, Milos Kerkez, Phil Foden, Raul Jimenez, Trent Alexander-Arnold, Tyrick Mitchell","Alex Iwobi, Alexander Isak, Amad Diallo, Chris Wood, Cole Palmer, Kaoru Mitoma, Marc Guehi, Martin Dubravka, Maxence Lacroix, Phil Foden, Tyrick Mitchell",Amad Diallo,Alexander Isak,"Alex Iwobi, Kaoru Mitoma, Marc Guehi, Martin Dubravka, Maxence Lacroix","Bryan Mbeumo, Dean Huijsen, Matz Sels, Ola Aina, Savio 'Savinho' Moreira de Oliveira",270.0,4,1,594.4389999999999,,237.0,139.626
98,"Alexander Isak, Alisson Ramses Becker, Chris Wood, Ederson Santana de Moraes, James Tarkowski, Jean-Philippe Mateta, Justin Kluivert, Kaoru Mitoma, Marc Guehi, Mateo Kovacic, Maxence Lacroix, Milos Kerkez, Phil Foden, Trent Alexander-Arnold, Yankuba Minteh","Alisson Ramses Becker, Chris Wood, Jean-Philippe Mateta, Justin Kluivert, Kaoru Mitoma, Marc Guehi, Mateo Kovacic, Maxence Lacroix, Phil Foden, Trent Alexander-Arnold, Yankuba Minteh",Justin Kluivert,Phil Foden,"Alisson Ramses Becker, James Tarkowski, Jean-Philippe Mateta, Justin Kluivert, Mateo Kovacic, Yankuba Minteh","Alex Iwobi, Amad Diallo, Cole Palmer, Martin Dubravka, Raul Jimenez, Tyrick Mitchell",312.0,5,1,593.375,,270.0,141.981
99,"Alexander Isak, Alisson Ramses Becker, Chris Wood, Cody Gakpo, Dango Ouattara, Ederson Santana de Moraes, James Tarkowski, Justin Kluivert, Kevin Schade, Lisandro Martinez, Maxence Lacroix, Milos Kerkez, Phil Foden, Trent Alexander-Arnold, Yankuba Minteh","Alexander Isak, Cody Gakpo, Dango Ouattara, Ederson Santana de Moraes, James Tarkowski, Justin Kluivert, Kevin Schade, Lisandro Martinez, Milos Kerkez, Phil Foden, Trent Alexander-Arnold",Dango Ouattara,Cody Gakpo,"Cody Gakpo, Dango Ouattara, Kevin Schade, Lisandro Martinez","Jean-Philippe Mateta, Kaoru Mitoma, Marc Guehi, Mateo Kovacic",329.0,3,1,577.843,,312.0,132.62
100,"Alisson Ramses Becker, Anthony Elanga, Chris Wood, Daniel Munoz, Djed Spence, Ederson Santana de Moraes, James Tarkowski, Jean-Philippe Mateta, Kevin Schade, Maxence Lacroix, Mohamed Salah, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal, Trent Alexander-Arnold, Yankuba Minteh","Alisson Ramses Becker, Anthony Elanga, Chris Wood, Daniel Munoz, Djed Spence, James Tarkowski, Jean-Philippe Mateta, Maxence Lacroix, Mohamed Salah, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal",Mohamed Salah,Norberto Bercique Gomes Betuncal,"Anthony Elanga, Daniel Munoz, Djed Spence, Jean-Philippe Mateta, Mohamed Salah, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal","Alexander Isak, Cody Gakpo, Dango Ouattara, Justin Kluivert, Lisandro Martinez, Milos Kerkez, Phil Foden",325.0,6,1,567.818,,329.0,173.182
101,"Alisson Ramses Becker, Carlos Alcaraz Duran Duran, Chris Wood, Daniel Munoz, Djed Spence, Ederson Santana de Moraes, Jan Paul van Hecke, Jean-Philippe Mateta, Kevin Schade, Maxence Lacroix, Mikel Merino, Mohamed Salah, Ollie Watkins, Trent Alexander-Arnold, Yankuba Minteh","Carlos Alcaraz Duran Duran, Chris Wood, Djed Spence, Ederson Santana de Moraes, Jan Paul van Hecke, Kevin Schade, Mikel Merino, Mohamed Salah, Ollie Watkins, Trent Alexander-Arnold, Yankuba Minteh",Mohamed Salah,Ollie Watkins,"Carlos Alcaraz Duran Duran, Jan Paul van Hecke, Mikel Merino, Ollie Watkins","Anthony Elanga, James Tarkowski, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal",297.0,3,1,512.2359999999998,,325.0,142.576
102,"Aaron Wan-Bissaka, Alexander Isak, Alisson Ramses Becker, Brennan Johnson, Bruno Borges Fernandes, Bryan Mbeumo, Daniel Munoz, Djed Spence, Dominik Szoboszlai, Ederson Santana de Moraes, Jan Paul van Hecke, Joao Pedro Junqueira de Jesus, Maxence Lacroix, Mohamed Salah, Ollie Watkins","Aaron Wan-Bissaka, Alexander Isak, Alisson Ramses Becker, Brennan Johnson, Bruno Borges Fernandes, Bryan Mbeumo, Daniel Munoz, Dominik Szoboszlai, Joao Pedro Junqueira de Jesus, Maxence Lacroix, Mohamed Salah",Brennan Johnson,Mohamed Salah,"Aaron Wan-Bissaka, Alexander Isak, Brennan Johnson, Bruno Borges Fernandes, Bryan Mbeumo, Dominik Szoboszlai, Joao Pedro Junqueira de Jesus","Carlos Alcaraz Duran Duran, Chris Wood, Jean-Philippe Mateta, Kevin Schade, Mikel Merino, Trent Alexander-Arnold, Yankuba Minteh",245.0,6,1,493.2759999999997,,297.0,123.517
103,"Alexander Isak, Bruno Borges Fernandes, Dominik Szoboszlai, Ederson Santana de Moraes, Ismaila Sarr, Jaden Philogene-Bidace, Jake O'Brien, Jan Paul van Hecke, Joao Pedro Junqueira de Jesus, Levi Colwill, Mads Hermansen, Marc Cucurella Saseta, Mohamed Salah, Murillo Santiago Costa dos Santos, Ollie Watkins","Bruno Borges Fernandes, Dominik Szoboszlai, Ederson Santana de Moraes, Ismaila Sarr, Jaden Philogene-Bidace, Jake O'Brien, Joao Pedro Junqueira de Jesus, Levi Colwill, Marc Cucurella Saseta, Mohamed Salah, Murillo Santiago Costa dos Santos",Marc Cucurella Saseta,Jaden Philogene-Bidace,"Ismaila Sarr, Jaden Philogene-Bidace, Jake O'Brien, Levi Colwill, Mads Hermansen, Marc Cucurella Saseta, Murillo Santiago Costa dos Santos","Aaron Wan-Bissaka, Alisson Ramses Becker, Brennan Johnson, Bryan Mbeumo, Daniel Munoz, Djed Spence, Maxence Lacroix",285.0,6,1,471.8639999999998,,245.0,113.555
104,"Bruno Borges Fernandes, Dominik Szoboszlai, Ederson Santana de Moraes, Francisco Evanilson de Lima Barbosa, Ismaila Sarr, Jaden Philogene-Bidace, Jake O'Brien, Jan Paul van Hecke, Joao Pedro Junqueira de Jesus, Levi Colwill, Mads Hermansen, Marc Cucurella Saseta, Mohamed Salah, Murillo Santiago Costa dos Santos, Ollie Watkins","Bruno Borges Fernandes, Francisco Evanilson de Lima Barbosa, Ismaila Sarr, Jan Paul van Hecke, Joao Pedro Junqueira de Jesus, Levi Colwill, Mads Hermansen, Marc Cucurella Saseta, Mohamed Salah, Murillo Santiago Costa dos Santos, Ollie Watkins",Mohamed Salah,Marc Cucurella Saseta,Francisco Evanilson de Lima Barbosa,Alexander Isak,323.0,0,1,477.9689999999998,,285.0,125.541
105,"Anthony Elanga, Bernd Leno, Bruno Borges Fernandes, Diogo Dalot Teixeira, Ederson Santana de Moraes, Francisco Evanilson de Lima Barbosa, Jake O'Brien, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Jurrien Timber, Mikel Merino, Morgan Rogers, Murillo Santiago Costa dos Santos, Nikola Milenkovic, Omar Marmoush","Anthony Elanga, Bernd Leno, Bruno Borges Fernandes, Diogo Dalot Teixeira, Jake O'Brien, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Jurrien Timber, Mikel Merino, Nikola Milenkovic, Omar Marmoush",Bruno Borges Fernandes,Anthony Elanga,"Anthony Elanga, Bernd Leno, Diogo Dalot Teixeira, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Jurrien Timber, Mikel Merino, Morgan Rogers, Nikola Milenkovic, Omar Marmoush","Dominik Szoboszlai, Ismaila Sarr, Jaden Philogene-Bidace, Jan Paul van Hecke, Joao Pedro Junqueira de Jesus, Levi Colwill, Mads Hermansen, Marc Cucurella Saseta, Mohamed Salah, Ollie Watkins",416.0,9,1,348.428,,323.0,114.625
106,"Anthony Elanga, Bernd Leno, Diogo Dalot Teixeira, Ederson Santana de Moraes, Francisco Evanilson de Lima Barbosa, Jake O'Brien, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Jurrien Timber, Marco Asensio, Mikel Merino, Morgan Rogers, Murillo Santiago Costa dos Santos, Nikola Milenkovic, Omar Marmoush","Anthony Elanga, Ederson Santana de Moraes, Francisco Evanilson de Lima Barbosa, Jorgen Strand Larsen, Jurrien Timber, Marco Asensio, Mikel Merino, Morgan Rogers, Murillo Santiago Costa dos Santos, Nikola Milenkovic, Omar Marmoush",Marco Asensio,Anthony Elanga,Marco Asensio,Bruno Borges Fernandes,441.0,0,1,233.803,,416.0,110.142
107,"Alex Iwobi, Andre Onana, Brennan Johnson, Diogo Dalot Teixeira, Ederson Santana de Moraes, Fabian Schar, Francisco Evanilson de Lima Barbosa, Jacob Murphy, Jorgen Strand Larsen, Morgan Rogers, Nikola Milenkovic, Omar Marmoush, Pablo Sarabia, Reece James, Tino Livramento","Alex Iwobi, Andre Onana, Brennan Johnson, Fabian Schar, Francisco Evanilson de Lima Barbosa, Jacob Murphy, Jorgen Strand Larsen, Morgan Rogers, Pablo Sarabia, Reece James, Tino Livramento",Brennan Johnson,Jacob Murphy,"Alex Iwobi, Andre Onana, Brennan Johnson, Fabian Schar, Jacob Murphy, Pablo Sarabia, Reece James, Tino Livramento","Anthony Elanga, Bernd Leno, Jake O'Brien, Jean-Ricner Bellegarde, Jurrien Timber, Marco Asensio, Mikel Merino, Murillo Santiago Costa dos Santos",450.0,7,1,119.661,,441.0,119.661
