gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw
87,"Aaron Wan-Bissaka, Alexander Isak, Bruno Borges Fernandes, Bryan Mbeumo, Emerson Palmieri dos Santos, Emile Smith Rowe, Joao Pedro Junqueira de Jesus, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Pedro Porro, Rayan Ait-Nouri","Aaron Wan-Bissaka, Alexander Isak, Bruno Borges Fernandes, Emerson Palmieri dos Santos, Emile Smith Rowe, Joao Pedro Junqueira de Jesus, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Rayan Ait-Nouri",Bruno Borges Fernandes,Mohamed Salah,"Aaron Wan-Bissaka, Emerson Palmieri dos Santos, Emile Smith Rowe, Joao Pedro Junqueira de Jesus, Matheus Santos Carneiro Da Cunha, Pedro Porro","Chris Wood, Dominic Solanke, Harry Wilson, Josko Gvardiol, Marc Guehi, Ola Aina",243.0,5,1,258.1119999999999,,214.0,113.471
88,"Aaron Wan-Bissaka, Bukayo Saka, Emerson Palmieri dos Santos, Ismaila Sarr, James Maddison, Joao Pedro Junqueira de Jesus, Jordan Pickford, Marcus Rashford, Matheus Santos Carneiro Da Cunha, Matz Sels, Milos Kerkez, Mohamed Salah, Nicolas Jackson, Pedro Porro, Rayan Ait-Nouri","Aaron Wan-Bissaka, Bukayo Saka, Emerson Palmieri dos Santos, Ismaila Sarr, James Maddison, Joao Pedro Junqueira de Jesus, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Nicolas Jackson, Pedro Porro",Matheus Santos Carneiro Da Cunha,James Maddison,"Bukayo Saka, Ismaila Sarr, James Maddison, Marcus Rashford, Nicolas Jackson","Alexander Isak, Bruno Borges Fernandes, Bryan Mbeumo, Emile Smith Rowe, Joelinton Cassio Apolinario de Lira",228.0,4,1,293.78599999999994,,243.0,140.691
89,"Aaron Wan-Bissaka, Bukayo Saka, Daniel Munoz, Emerson Palmieri dos Santos, Francisco Evanilson de Lima Barbosa, Joao Pedro Junqueira de Jesus, Jordan Pickford, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Marcus Rashford, Matz Sels, Milos Kerkez, Mohamed Salah","Bukayo Saka, Daniel Munoz, Francisco Evanilson de Lima Barbosa, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Marcus Rashford, Matz Sels, Milos Kerkez, Mohamed Salah",Kevin Schade,Justin Kluivert,"Daniel Munoz, Francisco Evanilson de Lima Barbosa, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta","Ismaila Sarr, James Maddison, Matheus Santos Carneiro Da Cunha, Nicolas Jackson, Pedro Porro, Rayan Ait-Nouri",286.0,5,1,291.69399999999996,,228.0,153.087
90,"Alex Iwobi, Alexander Isak, Ashley Young, Bilal El Khannouss, Christopher Nkunku, Daniel Munoz, Dean Huijsen, Jamie Vardy, Joao Pedro Junqueira de Jesus, Jordan Pickford, Jurrien Timber, Kevin De Bruyne, Matz Sels, Mohamed Salah, William Saliba","Alex Iwobi, Alexander Isak, Ashley Young, Bilal El Khannouss, Christopher Nkunku, Dean Huijsen, Jordan Pickford, Jurrien Timber, Kevin De Bruyne, Mohamed Salah, William Saliba",Mohamed Salah,Dean Huijsen,"Alex Iwobi, Alexander Isak, Ashley Young, Bilal El Khannouss, Christopher Nkunku, Dean Huijsen, Jamie Vardy, Jurrien Timber, Kevin De Bruyne, William Saliba","Aaron Wan-Bissaka, Bukayo Saka, Emerson Palmieri dos Santos, Francisco Evanilson de Lima Barbosa, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Marcus Rashford, Milos Kerkez",274.0,9,1,246.921,,286.0,133.589
91,"Alexander Isak, Bryan Mbeumo, Cole Palmer, Dango Ouattara, Daniel Munoz, Dean Huijsen, Jamie Vardy, Jarrod Bowen, Joao Pedro Junqueira de Jesus, Jordan Pickford, Jurrien Timber, Matz Sels, Morgan Gibbs-White, Nikola Milenkovic, William Saliba","Alexander Isak, Bryan Mbeumo, Cole Palmer, Dango Ouattara, Daniel Munoz, Jamie Vardy, Jarrod Bowen, Matz Sels, Morgan Gibbs-White, Nikola Milenkovic, William Saliba",Cole Palmer,Morgan Gibbs-White,"Bryan Mbeumo, Cole Palmer, Dango Ouattara, Jarrod Bowen, Morgan Gibbs-White, Nikola Milenkovic","Alex Iwobi, Ashley Young, Bilal El Khannouss, Christopher Nkunku, Kevin De Bruyne, Mohamed Salah",289.0,5,1,238.90299999999996,,274.0,112.33200000000002
92,"Alexander Isak, Bryan Mbeumo, Dean Huijsen, Ismaila Sarr, Jacob Murphy, James Maddison, Jamie Vardy, Joao Pedro Junqueira de Jesus, Jordan Pickford, Jurrien Timber, Lewis Hall, Matz Sels, Nikola Milenkovic, Son Heung-min, Tyrick Mitchell","Alexander Isak, Bryan Mbeumo, Ismaila Sarr, Jacob Murphy, James Maddison, Jordan Pickford, Jurrien Timber, Lewis Hall, Nikola Milenkovic, Son Heung-min, Tyrick Mitchell",Ismaila Sarr,James Maddison,"Ismaila Sarr, Jacob Murphy, James Maddison, Lewis Hall, Son Heung-min, Tyrick Mitchell","Cole Palmer, Dango Ouattara, Daniel Munoz, Jarrod Bowen, Morgan Gibbs-White, William Saliba",323.0,5,1,283.3179999999999,,289.0,126.531
93,"Alexander Isak, Dean Huijsen, Dominik Szoboszlai, Gabriel Fernando de Jesus, Goncalo Manuel Ganchinho Guedes, Jacob Murphy, Jordan Pickford, Jurrien Timber, Lewis Hall, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina, Tyrick Mitchell","Alexander Isak, Dean Huijsen, Dominik Szoboszlai, Gabriel Fernando de Jesus, Goncalo Manuel Ganchinho Guedes, Jacob Murphy, Lewis Hall, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina",Mohamed Salah,Alexander Isak,"Dominik Szoboszlai, Gabriel Fernando de Jesus, Goncalo Manuel Ganchinho Guedes, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Morgan Rogers, Ola Aina","Bryan Mbeumo, Ismaila Sarr, James Maddison, Jamie Vardy, Joao Pedro Junqueira de Jesus, Nikola Milenkovic, Son Heung-min",301.0,6,1,263.0989999999999,,323.0,152.80599999999998
94,"Anthony Elanga, Anthony Gordon, Cody Gakpo, Dean Huijsen, Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Jurrien Timber, Lewis Hall, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina, Tyrick Mitchell","Anthony Elanga, Anthony Gordon, Cody Gakpo, Dean Huijsen, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Jurrien Timber, Lewis Hall, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Tyrick Mitchell",Joelinton Cassio Apolinario de Lira,Matheus Santos Carneiro Da Cunha,"Anthony Elanga, Anthony Gordon, Cody Gakpo, Joelinton Cassio Apolinario de Lira","Alexander Isak, Dominik Szoboszlai, Goncalo Manuel Ganchinho Guedes, Jacob Murphy",302.0,3,1,241.84299999999996,,301.0,108.272
95,"Anthony Gordon, Chris Wood, Dean Huijsen, Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Lewis Hall, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina, Raul Jimenez, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold, Tyrick Mitchell","Chris Wood, Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Lewis Hall, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina, Raul Jimenez, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold",Mohamed Salah,Trent Alexander-Arnold,"Chris Wood, Raul Jimenez, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold","Anthony Elanga, Cody Gakpo, Jurrien Timber, Matheus Santos Carneiro Da Cunha",297.0,3,1,257.94199999999995,,302.0,130.571
96,"Amad Diallo, Anthony Gordon, Bryan Mbeumo, Chris Wood, Dean Huijsen, Erling Haaland, Jordan Pickford, Matz Sels, Milos Kerkez, Ola Aina, Phil Foden, Raul Jimenez, Savio 'Savinho' Moreira de Oliveira, Sepp van den Berg, Tyrick Mitchell","Amad Diallo, Bryan Mbeumo, Chris Wood, Dean Huijsen, Erling Haaland, Matz Sels, Milos Kerkez, Phil Foden, Raul Jimenez, Savio 'Savinho' Moreira de Oliveira, Sepp van den Berg",Bryan Mbeumo,Raul Jimenez,"Amad Diallo, Bryan Mbeumo, Erling Haaland, Milos Kerkez, Phil Foden, Sepp van den Berg","Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Lewis Hall, Mohamed Salah, Morgan Rogers, Trent Alexander-Arnold",279.0,5,1,260.03299999999996,,297.0,122.40200000000002
97,"Alex Iwobi, Alexander Isak, Amad Diallo, Anthony Gordon, Chris Wood, Jean-Philippe Mateta, Jordan Pickford, Kaoru Mitoma, Marc Guehi, Martin Dubravka, Milos Kerkez, Ola Aina, Pervis Estupinan, Phil Foden, Tyrick Mitchell","Alex Iwobi, Alexander Isak, Amad Diallo, Anthony Gordon, Chris Wood, Kaoru Mitoma, Marc Guehi, Martin Dubravka, Pervis Estupinan, Phil Foden, Tyrick Mitchell",Amad Diallo,Alexander Isak,"Alex Iwobi, Alexander Isak, Jean-Philippe Mateta, Kaoru Mitoma, Marc Guehi, Martin Dubravka, Pervis Estupinan","Bryan Mbeumo, Dean Huijsen, Erling Haaland, Matz Sels, Raul Jimenez, Savio 'Savinho' Moreira de Oliveira, Sepp van den Berg",336.0,6,1,277.67299999999994,,279.0,131.691
98,"Alexander Isak, Chris Wood, Ederson Santana de Moraes, Jean-Philippe Mateta, Justin Kluivert, Kaoru Mitoma, Marc Guehi, Martin Dubravka, Mateo Kovacic, Milos Kerkez, Ola Aina, Phil Foden, Trent Alexander-Arnold, Tyrick Mitchell, Yankuba Minteh","Chris Wood, Ederson Santana de Moraes, Jean-Philippe Mateta, Justin Kluivert, Kaoru Mitoma, Marc Guehi, Mateo Kovacic, Milos Kerkez, Phil Foden, Trent Alexander-Arnold, Yankuba Minteh",Justin Kluivert,Phil Foden,"Ederson Santana de Moraes, Justin Kluivert, Mateo Kovacic, Trent Alexander-Arnold, Yankuba Minteh","Alex Iwobi, Amad Diallo, Anthony Gordon, Jordan Pickford, Pervis Estupinan",343.0,4,1,280.67799999999994,,336.0,143.982
99,"Alexander Isak, Cody Gakpo, Dango Ouattara, Dominik Szoboszlai, Ederson Santana de Moraes, James Tarkowski, Jarrad Branthwaite, Jean-Philippe Mateta, Justin Kluivert, Lisandro Martinez, Marc Guehi, Martin Dubravka, Milos Kerkez, Mohamed Salah, Phil Foden","Alexander Isak, Cody Gakpo, Dango Ouattara, Dominik Szoboszlai, Ederson Santana de Moraes, James Tarkowski, Jarrad Branthwaite, Justin Kluivert, Lisandro Martinez, Mohamed Salah, Phil Foden",Dango Ouattara,Cody Gakpo,"Cody Gakpo, Dango Ouattara, Dominik Szoboszlai, James Tarkowski, Jarrad Branthwaite, Lisandro Martinez, Mohamed Salah","Chris Wood, Kaoru Mitoma, Mateo Kovacic, Ola Aina, Trent Alexander-Arnold, Tyrick Mitchell, Yankuba Minteh",291.0,6,1,302.858,,343.0,127.67099999999999
100,"Alisson Ramses Becker, Anthony Elanga, Chris Wood, Dango Ouattara, Djed Spence, Ederson Santana de Moraes, James Tarkowski, Jarrad Branthwaite, Jean-Philippe Mateta, Jean-Ricner Bellegarde, Marc Guehi, Mohamed Salah, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal, Trent Alexander-Arnold","Alisson Ramses Becker, Anthony Elanga, Chris Wood, Djed Spence, James Tarkowski, Jarrad Branthwaite, Jean-Philippe Mateta, Jean-Ricner Bellegarde, Mohamed Salah, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal",Mohamed Salah,Norberto Bercique Gomes Betuncal,"Alisson Ramses Becker, Anthony Elanga, Chris Wood, Djed Spence, Jean-Ricner Bellegarde, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal, Trent Alexander-Arnold","Alexander Isak, Cody Gakpo, Dominik Szoboszlai, Justin Kluivert, Lisandro Martinez, Martin Dubravka, Milos Kerkez, Phil Foden",354.0,7,1,309.804,,291.0,169.202
101,"Alisson Ramses Becker, Carlos Alcaraz Duran Duran, Chris Wood, Djed Spence, Ederson Santana de Moraes, James Tarkowski, Marc Guehi, Mikel Merino, Mohamed Salah, Nathan Collins, Norberto Bercique Gomes Betuncal, Ollie Watkins, Ryan Christie, Trent Alexander-Arnold, Yankuba Minteh","Carlos Alcaraz Duran Duran, Chris Wood, Djed Spence, Ederson Santana de Moraes, Mikel Merino, Mohamed Salah, Nathan Collins, Ollie Watkins, Ryan Christie, Trent Alexander-Arnold, Yankuba Minteh",Mohamed Salah,Yankuba Minteh,"Carlos Alcaraz Duran Duran, Mikel Merino, Nathan Collins, Ollie Watkins, Ryan Christie, Yankuba Minteh","Anthony Elanga, Dango Ouattara, Jarrad Branthwaite, Jean-Philippe Mateta, Jean-Ricner Bellegarde, Morgan Gibbs-White",351.0,5,1,261.0969999999999,,354.0,140.602
102,"Aaron Wan-Bissaka, Alexander Isak, Alisson Ramses Becker, Brennan Johnson, Bruno Borges Fernandes, Bryan Mbeumo, Daniel Munoz, Djed Spence, Dominik Szoboszlai, Ederson Santana de Moraes, Joao Pedro Junqueira de Jesus, Marc Guehi, Mohamed Salah, Nathan Collins, Ollie Watkins","Aaron Wan-Bissaka, Alexander Isak, Alisson Ramses Becker, Brennan Johnson, Bruno Borges Fernandes, Bryan Mbeumo, Daniel Munoz, Djed Spence, Dominik Szoboszlai, Joao Pedro Junqueira de Jesus, Mohamed Salah",Mohamed Salah,Brennan Johnson,"Aaron Wan-Bissaka, Alexander Isak, Brennan Johnson, Bruno Borges Fernandes, Bryan Mbeumo, Daniel Munoz, Dominik Szoboszlai, Joao Pedro Junqueira de Jesus","Carlos Alcaraz Duran Duran, Chris Wood, James Tarkowski, Mikel Merino, Norberto Bercique Gomes Betuncal, Ryan Christie, Trent Alexander-Arnold, Yankuba Minteh",273.0,7,1,243.05699999999996,,351.0,118.487
103,"Aaron Wan-Bissaka, Bruno Borges Fernandes, Daniel Munoz, Darwin Nunez Ribeiro, Dominik Szoboszlai, Ederson Santana de Moraes, Ismaila Sarr, Jaden Philogene-Bidace, Joao Pedro Junqueira de Jesus, Levi Colwill, Mads Hermansen, Marc Cucurella Saseta, Mohamed Salah, Ollie Watkins, Tosin Adarabioyo","Aaron Wan-Bissaka, Bruno Borges Fernandes, Dominik Szoboszlai, Ederson Santana de Moraes, Ismaila Sarr, Jaden Philogene-Bidace, Joao Pedro Junqueira de Jesus, Levi Colwill, Marc Cucurella Saseta, Mohamed Salah, Tosin Adarabioyo",Jaden Philogene-Bidace,Marc Cucurella Saseta,"Darwin Nunez Ribeiro, Ismaila Sarr, Jaden Philogene-Bidace, Levi Colwill, Mads Hermansen, Marc Cucurella Saseta, Tosin Adarabioyo","Alexander Isak, Alisson Ramses Becker, Brennan Johnson, Bryan Mbeumo, Djed Spence, Marc Guehi, Nathan Collins",341.0,6,1,242.14799999999997,,273.0,113.571
104,"Aaron Wan-Bissaka, Bruno Borges Fernandes, Bruno Guimaraes Rodriguez Moura, Daniel Munoz, Darwin Nunez Ribeiro, Ederson Santana de Moraes, Ismaila Sarr, Jaden Philogene-Bidace, Joao Pedro Junqueira de Jesus, Levi Colwill, Mads Hermansen, Marc Cucurella Saseta, Mohamed Salah, Ollie Watkins, Tosin Adarabioyo","Bruno Borges Fernandes, Bruno Guimaraes Rodriguez Moura, Darwin Nunez Ribeiro, Ismaila Sarr, Joao Pedro Junqueira de Jesus, Levi Colwill, Mads Hermansen, Marc Cucurella Saseta, Mohamed Salah, Ollie Watkins, Tosin Adarabioyo",Mohamed Salah,Marc Cucurella Saseta,Bruno Guimaraes Rodriguez Moura,Dominik Szoboszlai,344.0,0,1,249.20799999999997,,341.0,128.577
105,"Anthony Elanga, Bernd Leno, Bruno Borges Fernandes, Diogo Dalot Teixeira, Ederson Santana de Moraes, Jean-Ricner Bellegarde, Joao Pedro Junqueira de Jesus, Jorgen Strand Larsen, Jurrien Timber, Levi Colwill, Marc Cucurella Saseta, Mikel Merino, Nikola Milenkovic, Omar Marmoush, Tomas Soucek","Anthony Elanga, Bernd Leno, Bruno Borges Fernandes, Diogo Dalot Teixeira, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Jurrien Timber, Mikel Merino, Nikola Milenkovic, Omar Marmoush, Tomas Soucek",Bruno Borges Fernandes,Anthony Elanga,"Anthony Elanga, Bernd Leno, Diogo Dalot Teixeira, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Jurrien Timber, Mikel Merino, Nikola Milenkovic, Omar Marmoush, Tomas Soucek","Aaron Wan-Bissaka, Bruno Guimaraes Rodriguez Moura, Daniel Munoz, Darwin Nunez Ribeiro, Ismaila Sarr, Jaden Philogene-Bidace, Mads Hermansen, Mohamed Salah, Ollie Watkins, Tosin Adarabioyo",451.0,9,1,216.788,,344.0,114.626
106,"Anthony Elanga, Bernd Leno, Diogo Dalot Teixeira, Ederson Santana de Moraes, Francisco Evanilson de Lima Barbosa, Jacob Murphy, Jorgen Strand Larsen, Josko Gvardiol, Jurrien Timber, Levi Colwill, Marco Asensio, Mikel Merino, Morgan Rogers, Nikola Milenkovic, Omar Marmoush","Anthony Elanga, Ederson Santana de Moraes, Francisco Evanilson de Lima Barbosa, Jorgen Strand Larsen, Jurrien Timber, Levi Colwill, Marco Asensio, Mikel Merino, Morgan Rogers, Nikola Milenkovic, Omar Marmoush",Marco Asensio,Anthony Elanga,"Francisco Evanilson de Lima Barbosa, Jacob Murphy, Josko Gvardiol, Marco Asensio, Morgan Rogers","Bruno Borges Fernandes, Jean-Ricner Bellegarde, Joao Pedro Junqueira de Jesus, Marc Cucurella Saseta, Tomas Soucek",461.0,4,1,218.848,,451.0,91.187
107,"Alex Iwobi, Andre Onana, Brennan Johnson, Diogo Dalot Teixeira, Ederson Santana de Moraes, Fabian Schar, Francisco Evanilson de Lima Barbosa, Jacob Murphy, Jorgen Strand Larsen, Josko Gvardiol, Morgan Rogers, Nikola Milenkovic, Omar Marmoush, Pablo Sarabia, Tino Livramento","Alex Iwobi, Andre Onana, Brennan Johnson, Fabian Schar, Francisco Evanilson de Lima Barbosa, Jacob Murphy, Jorgen Strand Larsen, Josko Gvardiol, Morgan Rogers, Pablo Sarabia, Tino Livramento",Brennan Johnson,Jacob Murphy,"Alex Iwobi, Andre Onana, Brennan Johnson, Fabian Schar, Pablo Sarabia, Tino Livramento","Anthony Elanga, Bernd Leno, Jurrien Timber, Levi Colwill, Marco Asensio, Mikel Merino",472.0,5,1,127.661,,461.0,127.661
