gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw
87,"Alexander Isak, Andrew Robertson, Bruno Borges Fernandes, Dean Henderson, Emile Smith Rowe, Harry Wilson, James Tarkowski, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Josko Gvardiol, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Noussair Mazraoui, Ola Aina, Yoane Wissa","Alexander Isak, Andrew Robertson, Bruno Borges Fernandes, Emile Smith Rowe, James Tarkowski, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Noussair Mazraoui, Yoane Wissa",Bruno Borges Fernandes,Mohamed Salah,"Alexander Isak, Andrew Robertson, Bruno Borges Fernandes, Emile Smith Rowe, James Tarkowski, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Noussair Mazraoui","Aaron Ramsdale, Antoine Semenyo, Bryan Mbeumo, Chris Wood, Dominic Solanke, Georginio Rutter, Leif Davis, Marc Guehi, Trevoh Chalobah",48.0,8,1,109.46600000000001,,88.0,109.46600000000001
88,"Aaron Wan-Bissaka, Andrew Robertson, Bukayo Saka, Dean Henderson, Ismaila Sarr, James Maddison, James Tarkowski, Joao Pedro Junqueira de Jesus, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Nicolas Jackson, Noussair Mazraoui, Pedro Porro","Aaron Wan-Bissaka, Bukayo Saka, Dean Henderson, Ismaila Sarr, James Maddison, James Tarkowski, Joao Pedro Junqueira de Jesus, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Nicolas Jackson, Pedro Porro",Matheus Santos Carneiro Da Cunha,James Maddison,"Aaron Wan-Bissaka, Bukayo Saka, Ismaila Sarr, James Maddison, Joao Pedro Junqueira de Jesus, Nicolas Jackson, Pedro Porro","Alexander Isak, Bruno Borges Fernandes, Emile Smith Rowe, Harry Wilson, Josko Gvardiol, Ola Aina, Yoane Wissa",33.0,6,1,131.631,,48.0,131.631
89,"Aaron Wan-Bissaka, Andrew Robertson, Bukayo Saka, Caoimhin Kelleher, Daniel Munoz, Francisco Evanilson de Lima Barbosa, Jordan Pickford, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Marcus Rashford, Mohamed Salah, Nicolas Jackson, Pedro Porro","Andrew Robertson, Bukayo Saka, Caoimhin Kelleher, Daniel Munoz, Francisco Evanilson de Lima Barbosa, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Marcus Rashford, Mohamed Salah",Kevin Schade,Justin Kluivert,"Caoimhin Kelleher, Daniel Munoz, Francisco Evanilson de Lima Barbosa, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Marcus Rashford","Dean Henderson, Ismaila Sarr, James Maddison, James Tarkowski, Joao Pedro Junqueira de Jesus, Joelinton Cassio Apolinario de Lira, Matheus Santos Carneiro Da Cunha, Noussair Mazraoui",49.0,7,1,145.092,,33.0,145.092
90,"Alex Iwobi, Ashley Young, Bilal El Khannouss, Caoimhin Kelleher, Daniel Munoz, Dean Huijsen, Francisco Evanilson de Lima Barbosa, Jeremy Doku, Jordan Pickford, Joshua Zirkzee, Jurrien Timber, Kevin De Bruyne, Mohamed Salah, Ollie Watkins, William Saliba","Alex Iwobi, Ashley Young, Bilal El Khannouss, Dean Huijsen, Jeremy Doku, Jordan Pickford, Jurrien Timber, Kevin De Bruyne, Mohamed Salah, Ollie Watkins, William Saliba",Mohamed Salah,Ashley Young,"Alex Iwobi, Ashley Young, Bilal El Khannouss, Dean Huijsen, Jeremy Doku, Jurrien Timber, Kevin De Bruyne, Ollie Watkins, William Saliba","Aaron Wan-Bissaka, Andrew Robertson, Bukayo Saka, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Marcus Rashford, Nicolas Jackson, Pedro Porro",64.0,8,1,138.571,,49.0,138.571
91,"Bryan Mbeumo, Caoimhin Kelleher, Cole Palmer, Dango Ouattara, Daniel Munoz, Dean Huijsen, Emiliano Martinez Romero, Ezri Konsa Ngoyo, Francisco Evanilson de Lima Barbosa, Jamie Vardy, Jarrod Bowen, Jurrien Timber, Morgan Gibbs-White, Rasmus Hojlund, William Saliba","Bryan Mbeumo, Cole Palmer, Dango Ouattara, Daniel Munoz, Emiliano Martinez Romero, Ezri Konsa Ngoyo, Jamie Vardy, Jarrod Bowen, Morgan Gibbs-White, Rasmus Hojlund, William Saliba",Cole Palmer,Morgan Gibbs-White,"Bryan Mbeumo, Cole Palmer, Dango Ouattara, Emiliano Martinez Romero, Ezri Konsa Ngoyo, Jamie Vardy, Jarrod Bowen, Morgan Gibbs-White, Rasmus Hojlund","Alex Iwobi, Ashley Young, Bilal El Khannouss, Jeremy Doku, Jordan Pickford, Joshua Zirkzee, Kevin De Bruyne, Mohamed Salah, Ollie Watkins",115.0,8,1,105.33200000000002,,64.0,105.33200000000002
92,"Alexander Isak, Amad Diallo, Bryan Mbeumo, Caoimhin Kelleher, Dean Huijsen, Francisco Evanilson de Lima Barbosa, Ismaila Sarr, James Maddison, Jordan Pickford, Jurrien Timber, Lewis Hall, Rasmus Hojlund, Son Heung-min, Tyrick Mitchell, William Saliba","Alexander Isak, Amad Diallo, Bryan Mbeumo, Ismaila Sarr, James Maddison, Jordan Pickford, Jurrien Timber, Lewis Hall, Son Heung-min, Tyrick Mitchell, William Saliba",Ismaila Sarr,Lewis Hall,"Alexander Isak, Amad Diallo, Ismaila Sarr, James Maddison, Jordan Pickford, Lewis Hall, Son Heung-min, Tyrick Mitchell","Cole Palmer, Dango Ouattara, Daniel Munoz, Emiliano Martinez Romero, Ezri Konsa Ngoyo, Jamie Vardy, Jarrod Bowen, Morgan Gibbs-White",100.0,7,1,115.531,,115.0,115.531
93,"Alexander Isak, Caoimhin Kelleher, Dean Huijsen, Dominik Szoboszlai, Francisco Evanilson de Lima Barbosa, Gabriel Fernando de Jesus, Goncalo Manuel Ganchinho Guedes, Jacob Murphy, Jordan Pickford, Lewis Hall, Mohamed Salah, Morgan Rogers, Neco Williams, Ola Aina, Tyrick Mitchell","Alexander Isak, Dean Huijsen, Dominik Szoboszlai, Gabriel Fernando de Jesus, Goncalo Manuel Ganchinho Guedes, Jacob Murphy, Jordan Pickford, Mohamed Salah, Morgan Rogers, Neco Williams, Ola Aina",Mohamed Salah,Alexander Isak,"Dominik Szoboszlai, Gabriel Fernando de Jesus, Goncalo Manuel Ganchinho Guedes, Jacob Murphy, Mohamed Salah, Morgan Rogers, Neco Williams, Ola Aina","Amad Diallo, Bryan Mbeumo, Ismaila Sarr, James Maddison, Jurrien Timber, Rasmus Hojlund, Son Heung-min, William Saliba",138.0,7,1,152.78699999999998,,100.0,152.78699999999998
94,"Alexander Isak, Anthony Elanga, Caoimhin Kelleher, Cody Gakpo, Cole Palmer, Dean Huijsen, Goncalo Manuel Ganchinho Guedes, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Lewis Hall, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Neco Williams, Ola Aina, Tyrick Mitchell","Alexander Isak, Anthony Elanga, Cody Gakpo, Cole Palmer, Dean Huijsen, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Ola Aina, Tyrick Mitchell",Joelinton Cassio Apolinario de Lira,Matheus Santos Carneiro Da Cunha,"Anthony Elanga, Cody Gakpo, Cole Palmer, Joelinton Cassio Apolinario de Lira, Matheus Santos Carneiro Da Cunha","Dominik Szoboszlai, Francisco Evanilson de Lima Barbosa, Gabriel Fernando de Jesus, Jacob Murphy, Morgan Rogers",66.0,4,1,103.293,,138.0,103.293
95,"Caoimhin Kelleher, Chris Wood, Christian Walton, Cole Palmer, Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Lewis Hall, Mohamed Salah, Morgan Rogers, Neco Williams, Ola Aina, Ollie Watkins, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold, Tyrick Mitchell","Chris Wood, Christian Walton, Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Lewis Hall, Mohamed Salah, Morgan Rogers, Ola Aina, Ollie Watkins, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold",Mohamed Salah,Trent Alexander-Arnold,"Chris Wood, Christian Walton, Gabriel Fernando de Jesus, Morgan Rogers, Ollie Watkins, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold","Alexander Isak, Anthony Elanga, Cody Gakpo, Dean Huijsen, Goncalo Manuel Ganchinho Guedes, Jordan Pickford, Matheus Santos Carneiro Da Cunha",43.0,6,1,124.572,,66.0,124.572
96,"Bryan Mbeumo, Chris Wood, Christian Walton, Cole Palmer, Erling Haaland, Joelinton Cassio Apolinario de Lira, Lewis Hall, Matz Sels, Milos Kerkez, Mohamed Salah, Neco Williams, Raul Jimenez, Savio 'Savinho' Moreira de Oliveira, Sepp van den Berg, Tyrick Mitchell","Bryan Mbeumo, Chris Wood, Cole Palmer, Erling Haaland, Matz Sels, Milos Kerkez, Mohamed Salah, Neco Williams, Raul Jimenez, Savio 'Savinho' Moreira de Oliveira, Sepp van den Berg",Bryan Mbeumo,Savio 'Savinho' Moreira de Oliveira,"Bryan Mbeumo, Erling Haaland, Matz Sels, Milos Kerkez, Raul Jimenez, Sepp van den Berg","Caoimhin Kelleher, Gabriel Fernando de Jesus, Morgan Rogers, Ola Aina, Ollie Watkins, Trent Alexander-Arnold",4.0,5,1,120.33100000000002,,43.0,120.33100000000002
97,"Alex Iwobi, Alexander Isak, Amad Diallo, Antoine Semenyo, Chris Wood, Cole Palmer, Erling Haaland, Lewis Hall, Marc Guehi, Martin Dubravka, Matz Sels, Milos Kerkez, Neco Williams, Phil Foden, Tyrick Mitchell","Alex Iwobi, Alexander Isak, Amad Diallo, Antoine Semenyo, Chris Wood, Cole Palmer, Lewis Hall, Marc Guehi, Martin Dubravka, Phil Foden, Tyrick Mitchell",Amad Diallo,Alexander Isak,"Alex Iwobi, Alexander Isak, Amad Diallo, Antoine Semenyo, Marc Guehi, Martin Dubravka, Phil Foden","Bryan Mbeumo, Christian Walton, Joelinton Cassio Apolinario de Lira, Mohamed Salah, Raul Jimenez, Savio 'Savinho' Moreira de Oliveira, Sepp van den Berg",44.0,6,1,131.631,,4.0,131.631
98,"Alisson Ramses Becker, Chris Wood, Erling Haaland, Jean-Philippe Mateta, Justin Kluivert, Kaoru Mitoma, Lewis Hall, Marc Guehi, Martin Dubravka, Mateo Kovacic, Milos Kerkez, Phil Foden, Trent Alexander-Arnold, Tyrick Mitchell, Yankuba Minteh","Alisson Ramses Becker, Chris Wood, Jean-Philippe Mateta, Justin Kluivert, Kaoru Mitoma, Marc Guehi, Mateo Kovacic, Milos Kerkez, Phil Foden, Trent Alexander-Arnold, Yankuba Minteh",Justin Kluivert,Phil Foden,"Alisson Ramses Becker, Jean-Philippe Mateta, Justin Kluivert, Kaoru Mitoma, Mateo Kovacic, Trent Alexander-Arnold, Yankuba Minteh","Alex Iwobi, Alexander Isak, Amad Diallo, Antoine Semenyo, Cole Palmer, Matz Sels, Neco Williams",94.0,6,1,137.994,,44.0,137.994
99,"Alexander Isak, Cody Gakpo, Dango Ouattara, David Raya Martin, Dominik Szoboszlai, Emerson Palmieri dos Santos, Erling Haaland, Justin Kluivert, Kevin Schade, Lewis Hall, Lisandro Martinez, Martin Dubravka, Milos Kerkez, Phil Foden, Trent Alexander-Arnold","Alexander Isak, Cody Gakpo, Dango Ouattara, David Raya Martin, Dominik Szoboszlai, Emerson Palmieri dos Santos, Erling Haaland, Justin Kluivert, Kevin Schade, Lisandro Martinez, Milos Kerkez",Dango Ouattara,Cody Gakpo,"Alexander Isak, Cody Gakpo, Dango Ouattara, David Raya Martin, Dominik Szoboszlai, Emerson Palmieri dos Santos, Kevin Schade, Lisandro Martinez","Alisson Ramses Becker, Chris Wood, Jean-Philippe Mateta, Kaoru Mitoma, Marc Guehi, Mateo Kovacic, Tyrick Mitchell, Yankuba Minteh",77.0,7,1,133.697,,94.0,133.697
100,"Anthony Elanga, Chris Wood, Daniel Munoz, David Raya Martin, Dominik Szoboszlai, Emerson Palmieri dos Santos, James Tarkowski, Jean-Philippe Mateta, Jean-Ricner Bellegarde, Jordan Pickford, Lisandro Martinez, Mohamed Salah, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal, Trent Alexander-Arnold","Anthony Elanga, Chris Wood, Daniel Munoz, James Tarkowski, Jean-Philippe Mateta, Jean-Ricner Bellegarde, Jordan Pickford, Mohamed Salah, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal, Trent Alexander-Arnold",Mohamed Salah,Norberto Bercique Gomes Betuncal,"Anthony Elanga, Chris Wood, Daniel Munoz, James Tarkowski, Jean-Philippe Mateta, Jean-Ricner Bellegarde, Jordan Pickford, Mohamed Salah, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal","Alexander Isak, Cody Gakpo, Dango Ouattara, Erling Haaland, Justin Kluivert, Kevin Schade, Lewis Hall, Martin Dubravka, Milos Kerkez, Phil Foden",147.0,9,1,160.162,,77.0,160.162
101,"Chris Wood, Daniel Munoz, David Raya Martin, Djed Spence, James Tarkowski, Jordan Pickford, Luis Diaz, Mikel Merino, Mohamed Salah, Nathan Collins, Norberto Bercique Gomes Betuncal, Ollie Watkins, Ryan Christie, Trent Alexander-Arnold, Yankuba Minteh","Chris Wood, David Raya Martin, Djed Spence, Luis Diaz, Mikel Merino, Mohamed Salah, Nathan Collins, Ollie Watkins, Ryan Christie, Trent Alexander-Arnold, Yankuba Minteh",Mohamed Salah,Ollie Watkins,"Djed Spence, Luis Diaz, Mikel Merino, Nathan Collins, Ollie Watkins, Ryan Christie, Yankuba Minteh","Anthony Elanga, Dominik Szoboszlai, Emerson Palmieri dos Santos, Jean-Philippe Mateta, Jean-Ricner Bellegarde, Lisandro Martinez, Morgan Gibbs-White",126.0,6,1,132.591,,147.0,132.591
102,"Aaron Wan-Bissaka, Abdoulaye Doucoure, Alexander Isak, Brennan Johnson, Bryan Mbeumo, Daniel Munoz, Djed Spence, Dominik Szoboszlai, Joao Pedro Junqueira de Jesus, Jordan Pickford, Jose Malheiro de Sa, Mohamed Salah, Nathan Collins, Norberto Bercique Gomes Betuncal, Trent Alexander-Arnold","Aaron Wan-Bissaka, Abdoulaye Doucoure, Alexander Isak, Brennan Johnson, Bryan Mbeumo, Daniel Munoz, Djed Spence, Dominik Szoboszlai, Joao Pedro Junqueira de Jesus, Jose Malheiro de Sa, Mohamed Salah",Brennan Johnson,Bryan Mbeumo,"Aaron Wan-Bissaka, Abdoulaye Doucoure, Alexander Isak, Brennan Johnson, Bryan Mbeumo, Dominik Szoboszlai, Joao Pedro Junqueira de Jesus, Jose Malheiro de Sa","Chris Wood, David Raya Martin, James Tarkowski, Luis Diaz, Mikel Merino, Ollie Watkins, Ryan Christie, Yankuba Minteh",132.0,7,1,121.49600000000001,,126.0,121.49600000000001
103,"Aaron Wan-Bissaka, Alexander Isak, Christopher Nkunku, Dominik Szoboszlai, Ederson Santana de Moraes, Ismaila Sarr, Jaden Philogene-Bidace, Jake O'Brien, Joao Pedro Junqueira de Jesus, Jose Malheiro de Sa, Levi Colwill, Marc Cucurella Saseta, Mohamed Salah, Norberto Bercique Gomes Betuncal, Trent Alexander-Arnold","Aaron Wan-Bissaka, Christopher Nkunku, Dominik Szoboszlai, Ederson Santana de Moraes, Ismaila Sarr, Jaden Philogene-Bidace, Jake O'Brien, Joao Pedro Junqueira de Jesus, Levi Colwill, Marc Cucurella Saseta, Mohamed Salah",Marc Cucurella Saseta,Ismaila Sarr,"Christopher Nkunku, Ederson Santana de Moraes, Ismaila Sarr, Jaden Philogene-Bidace, Jake O'Brien, Levi Colwill, Marc Cucurella Saseta","Abdoulaye Doucoure, Brennan Johnson, Bryan Mbeumo, Daniel Munoz, Djed Spence, Jordan Pickford, Nathan Collins",156.0,6,1,116.57,,132.0,116.57
104,"Alexander Isak, Bruno Guimaraes Rodriguez Moura, Darwin Nunez Ribeiro, Declan Rice, Ederson Santana de Moraes, Ismaila Sarr, Jack Harrison, Jake O'Brien, Jan Paul van Hecke, Joao Pedro Junqueira de Jesus, Levi Colwill, Mads Hermansen, Marc Cucurella Saseta, Mohamed Salah, Trent Alexander-Arnold","Bruno Guimaraes Rodriguez Moura, Darwin Nunez Ribeiro, Declan Rice, Ismaila Sarr, Jack Harrison, Jan Paul van Hecke, Joao Pedro Junqueira de Jesus, Levi Colwill, Mads Hermansen, Marc Cucurella Saseta, Mohamed Salah",Marc Cucurella Saseta,Mohamed Salah,"Bruno Guimaraes Rodriguez Moura, Darwin Nunez Ribeiro, Declan Rice, Jack Harrison, Jan Paul van Hecke, Mads Hermansen","Aaron Wan-Bissaka, Christopher Nkunku, Dominik Szoboszlai, Jaden Philogene-Bidace, Jose Malheiro de Sa, Norberto Bercique Gomes Betuncal",134.0,5,1,112.53200000000001,,156.0,112.53200000000001
105,"Anthony Elanga, Bernd Leno, Bruno Borges Fernandes, Christian Norgaard, Diogo Dalot Teixeira, Jake O'Brien, Jan Paul van Hecke, Jean-Ricner Bellegarde, Joao Pedro Junqueira de Jesus, Jorgen Strand Larsen, Mads Hermansen, Marc Cucurella Saseta, Nikola Milenkovic, Omar Marmoush, Tomas Soucek","Anthony Elanga, Bernd Leno, Bruno Borges Fernandes, Christian Norgaard, Diogo Dalot Teixeira, Jake O'Brien, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Nikola Milenkovic, Omar Marmoush, Tomas Soucek",Bruno Borges Fernandes,Anthony Elanga,"Anthony Elanga, Bernd Leno, Bruno Borges Fernandes, Christian Norgaard, Diogo Dalot Teixeira, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Nikola Milenkovic, Omar Marmoush, Tomas Soucek","Alexander Isak, Bruno Guimaraes Rodriguez Moura, Darwin Nunez Ribeiro, Declan Rice, Ederson Santana de Moraes, Ismaila Sarr, Jack Harrison, Levi Colwill, Mohamed Salah, Trent Alexander-Arnold",281.0,9,1,116.626,,134.0,116.626
106,"Anthony Elanga, Diogo Dalot Teixeira, Enzo Fernandez, Jake O'Brien, Joao Pedro Junqueira de Jesus, Jorgen Strand Larsen, Mads Hermansen, Marc Cucurella Saseta, Marco Asensio, Matz Sels, Mikel Merino, Nikola Milenkovic, Omar Marmoush, Pau Torres, Sandro Tonali","Anthony Elanga, Enzo Fernandez, Jorgen Strand Larsen, Marc Cucurella Saseta, Marco Asensio, Matz Sels, Mikel Merino, Nikola Milenkovic, Omar Marmoush, Pau Torres, Sandro Tonali",Marco Asensio,Anthony Elanga,"Enzo Fernandez, Marco Asensio, Matz Sels, Mikel Merino, Pau Torres, Sandro Tonali","Bernd Leno, Bruno Borges Fernandes, Christian Norgaard, Jan Paul van Hecke, Jean-Ricner Bellegarde, Tomas Soucek",292.0,5,1,92.13199999999999,,281.0,92.13199999999999
