gameweek,squad,lineup,captain,vice_captain,transfers_in,transfers_out,budget_end,alpha,q_start,objective_value,chip_played,budget_start,objective_gw
87,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bruno Borges Fernandes, Bukayo Saka, James Tarkowski, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ola Aina, Pedro Porro","Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bruno Borges Fernandes, James Tarkowski, Joao Pedro Junqueira de Jesus, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Pedro Porro",Bruno Borges Fernandes,Mohamed Salah,"Aaron Wan-Bissaka, James Tarkowski, Joao Pedro Junqueira de Jesus, Pedro Porro","Dominic Solanke, Josko Gvardiol, Leif Davis, Milos Kerkez",183.0,3,1,1208.1609999999998,,155.0,112.441
88,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bukayo Saka, James Maddison, James Tarkowski, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Jordan Pickford, Justin Kluivert, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ola Aina, Pedro Porro","Aaron Wan-Bissaka, Ashley Young, Bukayo Saka, James Maddison, James Tarkowski, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Jordan Pickford, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Pedro Porro",Matheus Santos Carneiro Da Cunha,James Maddison,James Maddison,Bruno Borges Fernandes,192.0,0,1,1223.0069999999996,,183.0,150.63
89,"Aaron Wan-Bissaka, Alexander Isak, Ashley Young, Bukayo Saka, Cole Palmer, Daniel Munoz, Jordan Pickford, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ola Aina","Aaron Wan-Bissaka, Bukayo Saka, Cole Palmer, Daniel Munoz, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Matz Sels, Mohamed Salah, Ola Aina",Kevin Schade,Justin Kluivert,"Cole Palmer, Daniel Munoz, Joshua Zirkzee, Kevin Schade, Marc Cucurella Saseta","James Maddison, James Tarkowski, Joao Pedro Junqueira de Jesus, Joao Victor Gomes da Silva, Pedro Porro",153.0,4,1,1203.0189999999996,,192.0,152.025
90,"Alex Iwobi, Alexander Isak, Ashley Young, Bilal El Khannouss, Cole Palmer, Daniel Munoz, Dean Huijsen, Jordan Pickford, Jurrien Timber, Kevin De Bruyne, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Ollie Watkins, William Saliba","Alex Iwobi, Alexander Isak, Ashley Young, Bilal El Khannouss, Dean Huijsen, Jordan Pickford, Jurrien Timber, Kevin De Bruyne, Mohamed Salah, Ollie Watkins, William Saliba",Mohamed Salah,Dean Huijsen,"Alex Iwobi, Bilal El Khannouss, Dean Huijsen, Jurrien Timber, Kevin De Bruyne, Ollie Watkins, William Saliba","Aaron Wan-Bissaka, Bukayo Saka, Joshua Zirkzee, Justin Kluivert, Kevin Schade, Marc Cucurella Saseta, Ola Aina",126.0,6,1,1194.0429999999994,,153.0,144.602
91,"Alexander Isak, Bryan Mbeumo, Cole Palmer, Dango Ouattara, Daniel Munoz, Dean Huijsen, Jamie Vardy, Jarrod Bowen, Jordan Pickford, Jurrien Timber, Matheus Santos Carneiro Da Cunha, Matz Sels, Morgan Gibbs-White, Nikola Milenkovic, William Saliba","Alexander Isak, Bryan Mbeumo, Cole Palmer, Dango Ouattara, Daniel Munoz, Jamie Vardy, Jarrod Bowen, Matz Sels, Morgan Gibbs-White, Nikola Milenkovic, William Saliba",Cole Palmer,Bryan Mbeumo,"Bryan Mbeumo, Dango Ouattara, Jamie Vardy, Jarrod Bowen, Morgan Gibbs-White, Nikola Milenkovic","Alex Iwobi, Ashley Young, Bilal El Khannouss, Kevin De Bruyne, Mohamed Salah, Ollie Watkins",228.0,5,1,1184.1379999999995,,126.0,112.33100000000002
92,"Alexander Isak, Cole Palmer, Dean Huijsen, Gabriel Fernando de Jesus, Ismaila Sarr, Jacob Murphy, James Maddison, Jordan Pickford, Jurrien Timber, Lewis Hall, Matheus Santos Carneiro Da Cunha, Matz Sels, Nikola Milenkovic, Son Heung-min, Trevoh Chalobah","Alexander Isak, Ismaila Sarr, Jacob Murphy, James Maddison, Jordan Pickford, Jurrien Timber, Lewis Hall, Matheus Santos Carneiro Da Cunha, Nikola Milenkovic, Son Heung-min, Trevoh Chalobah",Ismaila Sarr,Lewis Hall,"Gabriel Fernando de Jesus, Ismaila Sarr, Jacob Murphy, James Maddison, Lewis Hall, Son Heung-min, Trevoh Chalobah","Bryan Mbeumo, Dango Ouattara, Daniel Munoz, Jamie Vardy, Jarrod Bowen, Morgan Gibbs-White, William Saliba",219.0,6,1,1243.9199999999994,,228.0,120.541
93,"Alexander Isak, Cole Palmer, Dean Huijsen, Dominik Szoboszlai, Gabriel Fernando de Jesus, Jacob Murphy, Jordan Pickford, Jurrien Timber, Lewis Hall, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina, Trevoh Chalobah","Alexander Isak, Dean Huijsen, Dominik Szoboszlai, Gabriel Fernando de Jesus, Jacob Murphy, Lewis Hall, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina",Mohamed Salah,Alexander Isak,"Dominik Szoboszlai, Mohamed Salah, Morgan Rogers, Ola Aina","Ismaila Sarr, James Maddison, Nikola Milenkovic, Son Heung-min",197.0,3,1,1263.9599999999994,,219.0,160.73499999999999
94,"Alexander Isak, Cole Palmer, Dean Huijsen, Dominik Szoboszlai, Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Jurrien Timber, Lewis Hall, Matheus Santos Carneiro Da Cunha, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina, Trevoh Chalobah","Alexander Isak, Cole Palmer, Dean Huijsen, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Jurrien Timber, Lewis Hall, Matheus Santos Carneiro Da Cunha, Mohamed Salah, Ola Aina, Trevoh Chalobah",Joelinton Cassio Apolinario de Lira,Matheus Santos Carneiro Da Cunha,Joelinton Cassio Apolinario de Lira,Jacob Murphy,187.0,0,1,1227.7109999999996,,197.0,110.23
95,"Alexander Isak, Chris Wood, Cole Palmer, Dean Huijsen, Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Jordan Pickford, Lewis Hall, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold, Trevoh Chalobah","Chris Wood, Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Lewis Hall, Matz Sels, Mohamed Salah, Morgan Rogers, Ola Aina, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold, Trevoh Chalobah",Mohamed Salah,Trent Alexander-Arnold,"Chris Wood, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold","Dominik Szoboszlai, Jurrien Timber, Matheus Santos Carneiro Da Cunha",177.0,2,1,1237.0599999999995,,187.0,135.581
96,"Alexander Isak, Amad Diallo, Bryan Mbeumo, Chris Wood, Cole Palmer, Dean Huijsen, Erling Haaland, Jordan Pickford, Lewis Hall, Lisandro Martinez, Matz Sels, Milos Kerkez, Phil Foden, Savio 'Savinho' Moreira de Oliveira, Trent Alexander-Arnold","Amad Diallo, Bryan Mbeumo, Chris Wood, Cole Palmer, Dean Huijsen, Erling Haaland, Lisandro Martinez, Matz Sels, Milos Kerkez, Phil Foden, Savio 'Savinho' Moreira de Oliveira",Bryan Mbeumo,Savio 'Savinho' Moreira de Oliveira,"Amad Diallo, Bryan Mbeumo, Erling Haaland, Lisandro Martinez, Milos Kerkez, Phil Foden","Gabriel Fernando de Jesus, Joelinton Cassio Apolinario de Lira, Mohamed Salah, Morgan Rogers, Ola Aina, Trevoh Chalobah",132.0,5,1,1220.0339999999997,,177.0,116.38000000000002
97,"Alex Iwobi, Alexander Isak, Amad Diallo, Chris Wood, Cole Palmer, Jean-Philippe Mateta, Jordan Pickford, Kaoru Mitoma, Lewis Hall, Lisandro Martinez, Marc Guehi, Martin Dubravka, Maxence Lacroix, Phil Foden, Trent Alexander-Arnold","Alex Iwobi, Alexander Isak, Amad Diallo, Chris Wood, Cole Palmer, Kaoru Mitoma, Lewis Hall, Marc Guehi, Martin Dubravka, Maxence Lacroix, Phil Foden",Amad Diallo,Alexander Isak,"Alex Iwobi, Jean-Philippe Mateta, Kaoru Mitoma, Marc Guehi, Martin Dubravka, Maxence Lacroix","Bryan Mbeumo, Dean Huijsen, Erling Haaland, Matz Sels, Milos Kerkez, Savio 'Savinho' Moreira de Oliveira",237.0,5,1,1230.2199999999993,,132.0,135.691
98,"Alexander Isak, Chris Wood, Ederson Santana de Moraes, Jean-Philippe Mateta, Jordan Pickford, Justin Kluivert, Kaoru Mitoma, Lewis Hall, Lisandro Martinez, Marc Guehi, Mateo Kovacic, Maxence Lacroix, Phil Foden, Trent Alexander-Arnold, Yankuba Minteh","Chris Wood, Ederson Santana de Moraes, Jean-Philippe Mateta, Justin Kluivert, Kaoru Mitoma, Marc Guehi, Mateo Kovacic, Maxence Lacroix, Phil Foden, Trent Alexander-Arnold, Yankuba Minteh",Justin Kluivert,Phil Foden,"Ederson Santana de Moraes, Justin Kluivert, Mateo Kovacic, Yankuba Minteh","Alex Iwobi, Amad Diallo, Cole Palmer, Martin Dubravka",296.0,3,1,1194.6989999999996,,237.0,147.95000000000002
99,"Alexander Isak, Cody Gakpo, Dango Ouattara, Dominik Szoboszlai, Ederson Santana de Moraes, James Tarkowski, Jean-Philippe Mateta, Jordan Pickford, Justin Kluivert, Lisandro Martinez, Maxence Lacroix, Phil Foden, Trent Alexander-Arnold, William Saliba, Yankuba Minteh","Alexander Isak, Cody Gakpo, Dango Ouattara, Dominik Szoboszlai, Ederson Santana de Moraes, James Tarkowski, Justin Kluivert, Lisandro Martinez, Phil Foden, Trent Alexander-Arnold, William Saliba",Dango Ouattara,Cody Gakpo,"Cody Gakpo, Dango Ouattara, Dominik Szoboszlai, James Tarkowski, William Saliba","Chris Wood, Kaoru Mitoma, Lewis Hall, Marc Guehi, Mateo Kovacic",283.0,4,1,1169.3459999999993,,296.0,133.62
100,"Anthony Elanga, Chris Wood, Daniel Munoz, Dominik Szoboszlai, Ederson Santana de Moraes, James Tarkowski, Jean-Philippe Mateta, Jordan Pickford, Maxence Lacroix, Mohamed Salah, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal, Trent Alexander-Arnold, William Saliba, Yankuba Minteh","Anthony Elanga, Chris Wood, Daniel Munoz, James Tarkowski, Jean-Philippe Mateta, Jordan Pickford, Maxence Lacroix, Mohamed Salah, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal, Trent Alexander-Arnold",Mohamed Salah,Norberto Bercique Gomes Betuncal,"Anthony Elanga, Chris Wood, Daniel Munoz, Mohamed Salah, Morgan Gibbs-White, Norberto Bercique Gomes Betuncal","Alexander Isak, Cody Gakpo, Dango Ouattara, Justin Kluivert, Lisandro Martinez, Phil Foden",278.0,5,1,1035.7259999999994,,283.0,175.162
101,"Chris Wood, Daniel Munoz, Djed Spence, Dominik Szoboszlai, Ederson Santana de Moraes, Jordan Pickford, Maxence Lacroix, Mikel Merino, Mohamed Salah, Norberto Bercique Gomes Betuncal, Ollie Watkins, Ryan Christie, Trent Alexander-Arnold, William Saliba, Yankuba Minteh","Chris Wood, Djed Spence, Ederson Santana de Moraes, Mikel Merino, Mohamed Salah, Norberto Bercique Gomes Betuncal, Ollie Watkins, Ryan Christie, Trent Alexander-Arnold, William Saliba, Yankuba Minteh",Mohamed Salah,Yankuba Minteh,"Djed Spence, Mikel Merino, Ollie Watkins, Ryan Christie","Anthony Elanga, James Tarkowski, Jean-Philippe Mateta, Morgan Gibbs-White",275.0,3,1,860.5639999999996,,278.0,141.546
102,"Aaron Wan-Bissaka, Alexander Isak, Brennan Johnson, Bruno Borges Fernandes, Bryan Mbeumo, Daniel Munoz, Dean Henderson, Djed Spence, Dominik Szoboszlai, Ederson Santana de Moraes, Joao Pedro Junqueira de Jesus, Maxence Lacroix, Mohamed Salah, Ollie Watkins, William Saliba","Aaron Wan-Bissaka, Alexander Isak, Brennan Johnson, Bruno Borges Fernandes, Bryan Mbeumo, Daniel Munoz, Dean Henderson, Dominik Szoboszlai, Joao Pedro Junqueira de Jesus, Maxence Lacroix, Mohamed Salah",Brennan Johnson,Bryan Mbeumo,"Aaron Wan-Bissaka, Alexander Isak, Brennan Johnson, Bruno Borges Fernandes, Bryan Mbeumo, Dean Henderson, Joao Pedro Junqueira de Jesus","Chris Wood, Jordan Pickford, Mikel Merino, Norberto Bercique Gomes Betuncal, Ryan Christie, Trent Alexander-Arnold, Yankuba Minteh",217.0,6,1,719.0179999999997,,275.0,121.49200000000002
103,"Bruno Borges Fernandes, Dean Henderson, Dominik Szoboszlai, Ederson Santana de Moraes, Francisco Evanilson de Lima Barbosa, Ismaila Sarr, Jaden Philogene-Bidace, Jake O'Brien, Joao Pedro Junqueira de Jesus, Levi Colwill, Marc Cucurella Saseta, Mohamed Salah, Murillo Santiago Costa dos Santos, Ollie Watkins, William Saliba","Bruno Borges Fernandes, Dominik Szoboszlai, Ederson Santana de Moraes, Ismaila Sarr, Jaden Philogene-Bidace, Jake O'Brien, Joao Pedro Junqueira de Jesus, Levi Colwill, Marc Cucurella Saseta, Murillo Santiago Costa dos Santos, William Saliba",Jaden Philogene-Bidace,Ismaila Sarr,"Francisco Evanilson de Lima Barbosa, Ismaila Sarr, Jaden Philogene-Bidace, Jake O'Brien, Levi Colwill, Marc Cucurella Saseta, Murillo Santiago Costa dos Santos","Aaron Wan-Bissaka, Alexander Isak, Brennan Johnson, Bryan Mbeumo, Daniel Munoz, Djed Spence, Maxence Lacroix",285.0,6,1,597.5259999999997,,217.0,115.58600000000001
104,"Bruno Borges Fernandes, Bruno Guimaraes Rodriguez Moura, Dean Henderson, Ederson Santana de Moraes, Francisco Evanilson de Lima Barbosa, Ismaila Sarr, Jaden Philogene-Bidace, Jake O'Brien, Joao Pedro Junqueira de Jesus, Levi Colwill, Marc Cucurella Saseta, Mohamed Salah, Murillo Santiago Costa dos Santos, Ollie Watkins, William Saliba","Bruno Borges Fernandes, Bruno Guimaraes Rodriguez Moura, Dean Henderson, Francisco Evanilson de Lima Barbosa, Ismaila Sarr, Joao Pedro Junqueira de Jesus, Levi Colwill, Marc Cucurella Saseta, Mohamed Salah, Murillo Santiago Costa dos Santos, Ollie Watkins",Mohamed Salah,Marc Cucurella Saseta,Bruno Guimaraes Rodriguez Moura,Dominik Szoboszlai,288.0,0,1,481.9399999999998,,285.0,127.542
105,"Anthony Elanga, Bernd Leno, Bruno Borges Fernandes, Ederson Santana de Moraes, Francisco Evanilson de Lima Barbosa, Jake O'Brien, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Jurrien Timber, Mikel Merino, Morgan Rogers, Murillo Santiago Costa dos Santos, Nikola Milenkovic, Omar Marmoush, William Saliba","Anthony Elanga, Bernd Leno, Bruno Borges Fernandes, Jake O'Brien, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Jurrien Timber, Mikel Merino, Nikola Milenkovic, Omar Marmoush, William Saliba",Bruno Borges Fernandes,Anthony Elanga,"Anthony Elanga, Bernd Leno, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Jurrien Timber, Mikel Merino, Morgan Rogers, Nikola Milenkovic, Omar Marmoush","Bruno Guimaraes Rodriguez Moura, Dean Henderson, Ismaila Sarr, Jaden Philogene-Bidace, Joao Pedro Junqueira de Jesus, Levi Colwill, Marc Cucurella Saseta, Mohamed Salah, Ollie Watkins",385.0,8,1,350.39799999999997,,288.0,116.625
106,"Anthony Elanga, Bernd Leno, Ederson Santana de Moraes, Francisco Evanilson de Lima Barbosa, Jake O'Brien, Jean-Ricner Bellegarde, Jorgen Strand Larsen, Jurrien Timber, Marco Asensio, Mikel Merino, Morgan Rogers, Murillo Santiago Costa dos Santos, Nikola Milenkovic, Omar Marmoush, William Saliba","Anthony Elanga, Ederson Santana de Moraes, Francisco Evanilson de Lima Barbosa, Jorgen Strand Larsen, Jurrien Timber, Marco Asensio, Mikel Merino, Morgan Rogers, Murillo Santiago Costa dos Santos, Nikola Milenkovic, Omar Marmoush",Marco Asensio,Anthony Elanga,Marco Asensio,Bruno Borges Fernandes,410.0,0,1,233.77299999999997,,385.0,110.142
107,"Alex Iwobi, Andre Onana, Brennan Johnson, Ederson Santana de Moraes, Fabian Schar, Francisco Evanilson de Lima Barbosa, Jacob Murphy, Jorgen Strand Larsen, Morgan Rogers, Nikola Milenkovic, Omar Marmoush, Pablo Sarabia, Reece James, Tino Livramento, William Saliba","Alex Iwobi, Andre Onana, Brennan Johnson, Fabian Schar, Francisco Evanilson de Lima Barbosa, Jacob Murphy, Jorgen Strand Larsen, Morgan Rogers, Pablo Sarabia, Reece James, Tino Livramento",Brennan Johnson,Jacob Murphy,"Alex Iwobi, Andre Onana, Brennan Johnson, Fabian Schar, Jacob Murphy, Pablo Sarabia, Reece James, Tino Livramento","Anthony Elanga, Bernd Leno, Jake O'Brien, Jean-Ricner Bellegarde, Jurrien Timber, Marco Asensio, Mikel Merino, Murillo Santiago Costa dos Santos",419.0,7,1,119.631,,410.0,119.631
